393, 537
394, 509
418, 476
468, 455
536, 462
667, 442
754, 436
831, 441
903, 444
967, 444
1028, 446
1085, 449
1135, 454
1184, 457
1230, 461
1273, 465
1315, 468
1356, 473
1394, 479
1430, 484
1465, 490
1497, 495
1527, 501
1560, 509
1589, 516
1615, 522
1649, 555

1013, 451
1072, 444
1126, 438
1178, 434
1224, 430
1267, 426
1310, 423
1351, 421
1389, 419
1423, 418
1457, 417
1489, 418
1518, 418
1549, 420
1577, 421
1601, 424
1612, 416

1612, 416
1590, 405
1563, 398
1536, 388
1513, 377
1490, 367
1471, 357
1450, 350
1434, 342
1416, 331
1394, 324
1376, 318
1357, 315
1341, 310
1326, 311
1302, 310
1287, 309
1274, 308
1256, 306
1238, 308
1223, 307
1212, 308
1195, 309
1180, 309
1169, 310
1155, 313
1138, 315
1122, 320
1108, 324
1095, 328
1082, 333
1067, 341
1055, 346
1044, 353
1030, 360
1019, 367
1006, 376
995, 385
983, 393
973, 403
961, 413
949, 423
940, 433
928, 446
918, 456
910, 466
896, 480
886, 492
877, 505
869, 515
858, 532
849, 546
840, 560
831, 575
822, 590
814, 603
807, 616
756, 612
698, 549

855, 693
889, 648
925, 608
956, 582
987, 556
1017, 529
1043, 504
1065, 480
1093, 456
1114, 436
1138, 417
1159, 401
1178, 386
1199, 371
1219, 357
1238, 344
1257, 331
1275, 320
1289, 310
1306, 301
1321, 292
1336, 284
1350, 277
1368, 270
1380, 264
1394, 258
1411, 253
1426, 249
1439, 246
1448, 245
1464, 241
1476, 241
1487, 238
1500, 239
1513, 239
1523, 239
1539, 241
1550, 242
1558, 244
1569, 245
1583, 249
1596, 255
1606, 258
1617, 262
1627, 267
1637, 273
1647, 278
1657, 285
1668, 291
1678, 298
1688, 306
1697, 313
1708, 321
1717, 330
1726, 339
1736, 349
1744, 359
1753, 370
1761, 380
1770, 393
1778, 403

1886, 437
1817, 414
1746, 412
1655, 395
1581, 374
1510, 359
1443, 351
1386, 342
1329, 333
1277, 325
1229, 317
1185, 311
1140, 307
1099, 303
1061, 301
1025, 298
991, 296
954, 294
922, 293
893, 293
864, 292
835, 293
807, 294
781, 295
757, 298
731, 301
706, 304
684, 308
661, 311
640, 315
621, 320
599, 325
579, 330
558, 336
542, 342
519, 348
506, 354
488, 362
471, 370
455, 378
439, 386
420, 395
407, 404
388, 414

1413, 581
1357, 576
1304, 578
1258, 582
1213, 584
1174, 585
1131, 588
1102, 589
1063, 592
1032, 594
1005, 598
976, 601
948, 605
924, 608
899, 611
874, 616

1043, 617
1073, 614
1101, 612
1130, 609
1157, 607
1182, 606
1206, 604
1231, 602
1253, 601
1276, 602
1296, 602

1305, 458
1236, 461
1171, 462
1113, 464
1055, 469
1005, 473
959, 476
915, 480
873, 484
834, 489
798, 494
762, 500
728, 503
695, 509
663, 515
635, 521
606, 529
580, 535
556, 542
529, 549

442, 574
487, 565
557, 572
663, 534
739, 513
803, 505
865, 501
924, 491
975, 483
1023, 477
1067, 473
1113, 470
1150, 467
1190, 464
1228, 462
1261, 461
1293, 460
1324, 459
1354, 459
1383, 459
1413, 461
1438, 463
1461, 465
1489, 467
1514, 470
1537, 473
1556, 476
1579, 479
1600, 484
1673, 486

